state,trades,total_return,win_rate,avg_return,median_return,profit_factor,expectancy,avg_holding_bars,by_setup_json,by_reason_json
up_low_vol,10,0.049236817965180535,0.2,0.005253836177210848,-0.004750334935953796,2.136699733676172,0.005253836177210848,13.0,"{""pullback_short"": {""trades"": 2, ""avg_return"": -0.008981957476581301, ""win_rate"": 0.0}, ""breakout"": {""trades"": 4, ""avg_return"": -0.0034313663216015726, ""win_rate"": 0.25}, ""breakout_short"": {""trades"": 4, ""avg_return"": 0.021056935502919344, ""win_rate"": 0.25}}","{""stop"": {""trades"": 9, ""avg_return"": 0.006104818929447858}, ""trail_exit"": {""trades"": 1, ""avg_return"": -0.0024050085929222314}}"
up_high_vol,8,-0.003635921545540599,0.25,-0.00040842997404496977,-0.0037265416660086496,0.8835576320065266,-0.00040842997404496977,9.875,"{""breakout"": {""trades"": 4, ""avg_return"": 0.0026625349258897557, ""win_rate"": 0.25}, ""breakout_short"": {""trades"": 4, ""avg_return"": -0.0034793948739796953, ""win_rate"": 0.25}}","{""stop"": {""trades"": 5, ""avg_return"": -0.005468987192492886}, ""end"": {""trades"": 1, ""avg_return"": 0.024299565857838216}, ""trail_exit"": {""trades"": 2, ""avg_return"": -0.00011103484386677147}}"
nan,1,-0.005780306380612443,0.0,-0.005780306380612468,-0.005780306380612468,0.0,-0.005780306380612468,2.0,"{""breakout_short"": {""trades"": 1, ""avg_return"": -0.005780306380612468, ""win_rate"": 0.0}}","{""stop"": {""trades"": 1, ""avg_return"": -0.005780306380612468}}"
