variant,trades,n_long,n_short,total_return,long_return_contrib,short_return_contrib,max_drawdown,profit_factor,sharpe_per_trade,win_rate,n_folds,fold_positive,fold_return_std,max_concurrent
btc_eth_long_short_baseline,129,65,64,1.3946868964755006,0.3455593206319082,0.5517992497425769,0.05757723046669687,3.255845144879221,0.37947919681636244,0.5736434108527132,20,16/20,0.05534254387268585,2
btc_eth_long_short_hmm_filter,74,40,34,0.4924581142424196,0.21467526935310402,0.19652290289984822,0.042889962287252274,3.0353675230530013,0.3390351475716727,0.5405405405405406,20,15/20,0.03367989279695117,2
btc_eth_long_short_hmm_sizing,74,40,34,0.4924581142424196,0.21467526935310402,0.19652290289984822,0.042889962287252274,3.0353675230530013,0.3390351475716727,0.5405405405405406,20,15/20,0.03367989279695117,2
btc_eth_long_short_funding_filter,123,63,60,1.3971207841215842,0.34758208276588703,0.550687880024144,0.04638286174964503,3.350818995578469,0.39140452554889504,0.5853658536585366,20,16/20,0.05470920522235862,2
btc_eth_long_short_funding_sizing,123,63,60,1.3364126796907838,0.34227120677121875,0.5295167461686733,0.04711231887337314,3.341065963981255,0.38583370131886,0.5853658536585366,20,16/20,0.05244771978114887,2
btc_eth_long_short_rs_sizing,92,48,44,0.7460910531314584,0.2534951513921712,0.3159307657344517,0.040935293525909966,3.6354595019660887,0.40801776186322675,0.5978260869565217,20,17/20,0.0317315165774344,2
