entry_ts,exit_ts,side,setup_name,entry_price,exit_price,gross_return_pct,fees_total,slippage_total,net_return_pct,holding_bars,exit_reason,entry_rsi,entry_ema_fast,entry_ema_slow,entry_ema_pull,entry_atr,entry_vwap,entry_ema_slope,entry_atr_pct,entry_vwap_distance_pct,entry_volume_zscore,markov_state,markov_stable_state,markov_regime_score,markov_size_multiplier,markov_allowed_setups,position_size_effective,size_multiplier
2025-08-06T12:00:00+00:00,2025-08-07T00:00:00+00:00,long,breakout,115471.57693499999,114428.40909029345,-0.009033979377399028,0.001,0.0005,-0.005516989688699514,3,stop,56.41835277468959,115125.5032315325,114727.94346709062,114352.49011866443,1066.9501442727626,114377.54239416095,-0.0015308880046567275,0.009244557385284478,0.009060586406619213,1.9335004156193463,,,1.0,1.0,,0.5,1.0
2025-08-07T16:00:00+00:00,2025-08-11T20:00:00+00:00,long,breakout,117520.71098999999,118447.37051824534,0.007885074217464528,0.001,0.0005,0.002942537108732264,25,stop,66.50673854321207,115295.30147424409,114798.276613623,115115.59639434189,1081.0286523363452,116055.74127906682,0.0014762683815383593,0.00920322177726227,0.01211692506923675,0.7319447912857724,,,1.0,1.0,,0.5,1.0
2025-08-23T08:00:00+00:00,2025-08-23T12:00:00+00:00,short,breakout_short,115252.474935,114870.27643499999,0.0033161847519158714,0.001,0.0005,0.0006580923759579357,1,trail_exit,52.76751059247631,115442.54979570038,115944.18371765374,114743.1889990962,1214.2556978483478,115820.68557784232,0.0011154660743393219,0.010530347141646166,-0.004408155376521009,-0.580191193509606,,,1.0,1.0,,0.5,1.0
2025-09-12T08:00:00+00:00,2025-09-12T12:00:00+00:00,short,breakout_short,114855.993275,115178.74058999999,-0.0028100171858444624,0.001,0.0005,-0.0024050085929222314,1,trail_exit,64.07759173180392,112533.19285647664,112888.87095343537,113660.85922757852,868.2008586273693,115334.54289356734,0.004924900024105394,0.007555258837215045,-0.0036510561623843718,-0.44867162537857386,,,1.0,1.0,,0.5,1.0
2025-11-11T12:00:00+00:00,2025-11-12T08:00:00+00:00,short,breakout_short,103404.26200500001,104096.51438642303,-0.006694621362797883,0.001,0.0005,-0.004347310681398942,5,stop,45.50689714643586,104769.26970143108,108861.16635509043,104457.60799669064,1425.318907106035,105020.10002755259,0.0008125566203116552,0.013777055413669475,-0.014893434943808181,2.821885571003894,,,1.0,1.0,,0.5,1.0
2025-11-21T00:00:00+00:00,2025-11-23T04:00:00+00:00,short,breakout_short,85778.42933,86581.52965969338,-0.009362497494606173,0.001,0.0005,-0.0056812487473030865,13,stop,27.875968727164945,94127.924963387,102759.09094880075,90834.93962543146,1881.563684192035,86226.76000000001,-0.013950405636648178,0.02192419372841341,-0.004701788632670563,0.03213334985520473,,,1.0,1.0,,0.5,1.0
2025-11-27T04:00:00+00:00,2025-12-01T00:00:00+00:00,short,pullback_short,91362.63583,86389.303065,0.05443508409995924,0.001,0.0005,0.026217542049979618,23,target_rsi,68.40322570714504,88912.97374995628,97828.08272066702,88304.2710885238,1517.8184194835992,91115.53184282806,0.0028722412319535096,0.016604813296944233,0.003213592142303731,-0.8600424420887479,,,1.0,1.0,,0.5,1.0
2025-12-23T12:00:00+00:00,2025-12-23T20:00:00+00:00,short,breakout_short,87399.728275,88235.32323247356,-0.009560612761224935,0.001,0.0005,-0.005780306380612468,2,stop,43.92548292175366,88322.17394096364,90982.84920425015,88235.06338053066,1096.4136640583727,87648.6390605729,-0.0010274175034307165,0.012538545357695432,-0.0023410410335190143,1.8028058134896046,,,1.0,1.0,,0.5,1.0
2025-12-26T12:00:00+00:00,2025-12-27T20:00:00+00:00,short,breakout_short,87094.241095,87762.4022323033,-0.007671702846282133,0.001,0.0005,-0.004835851423141066,8,stop,44.246366915919914,88041.24174311238,90447.29237838359,87916.06772151125,1088.6817599406484,88192.51273139316,-9.053146027393488e-06,0.012493792992280256,-0.011959096058476712,2.71627219182181,,,1.0,1.0,,0.5,1.0
2026-01-29T08:00:00+00:00,2026-02-06T16:00:00+00:00,short,breakout_short,87802.57675000001,70801.20353746894,0.19363182541827922,0.001,0.0005,0.09581591270913961,50,stop,41.69355080572551,89335.3181533553,90676.0231090588,88697.21195449073,1020.5432058780362,88222.1489457882,-0.001921023601095584,0.011617346233236797,-0.00425798906824443,-0.09325696022568385,,,1.0,1.0,,0.5,1.0
2026-03-21T04:00:00+00:00,2026-03-21T08:00:00+00:00,long,breakout,70762.693665,70617.39364000001,-0.0020533421987560165,0.001,0.0005,-0.0020266710993780083,1,trail_exit,45.93357098317941,71237.56099548526,71004.03143515835,71020.45977625981,998.4131294853006,70709.9186840025,-0.0025835324514137392,0.014116369577153565,0.00024623583680395494,-0.399111141059065,,,1.0,1.0,,0.5,1.0
2026-04-02T00:00:00+00:00,2026-04-03T08:00:00+00:00,short,breakout_short,66542.96187500001,67296.91074462883,-0.011330257150938055,0.001,0.0005,-0.006665128575469028,8,stop,41.11763352595652,68054.43315496363,69626.22037890874,67701.2814820769,1081.0501416165248,67243.21,1.3444997386091728e-05,0.016237774606057336,-0.009918622266843096,1.0348086450329799,,,1.0,1.0,,0.5,1.0
2026-04-05T20:00:00+00:00,2026-04-06T08:00:00+00:00,short,pullback_short,68999.66291,69922.95937486713,-0.013381173558361275,0.001,0.0005,-0.007690586779180638,3,stop,68.7234534745909,67518.75363759433,69107.26194436206,67330.69992463304,711.5294726529529,67580.63193553594,7.961223927543948e-05,0.010306915685142533,0.021508352657172013,2.283212905484498,,,1.0,1.0,,0.5,1.0
2026-04-08T20:00:00+00:00,2026-04-09T00:00:00+00:00,short,breakout_short,71034.395035,71027.886195,9.162941412801408e-05,0.001,0.0005,-0.0009541852929359929,1,trail_exit,63.67062266314595,68872.49322616954,69257.5669519661,69854.30257154576,1046.1454897747442,71562.38682154297,0.008155047773636959,0.0147199454083428,-0.0068815035861091115,-1.0328081633729107,,,1.0,1.0,,0.5,1.0
2026-04-14T04:00:00+00:00,2026-04-16T12:00:00+00:00,long,breakout,74583.273,73862.67836280171,-0.009661611889817257,0.001,0.0005,-0.0058308059449086284,14,stop,70.13491763553594,71358.75692497611,70069.32634348486,72395.44029557687,935.065209823415,74430.35903003863,0.007541252812529375,0.01254346591129524,0.0015536801309087049,0.4005854242271735,,,1.0,1.0,,0.5,1.0
